,database,topic,scuSentCharIdx,documentFile,docSentCharIdx,docSpanOffsets,summarySpanOffsets
65,2005,d345,4911,FT921-16023,0,"21, 67","4942, 4991"
66,2005,d345,4911,FT921-16023,725,"740, 763","4942, 4991"
67,2005,d345,11513,FT921-16023,0,"0, 19;69, 166","11513, 11552"
68,2005,d345,2433,FT921-16023,725,"764, 792","2279, 2330;2528, 2572"
69,2005,d345,983,FT921-16023,725,"764, 792","1047, 1074"
70,2005,d345,6929,FT921-16023,725,"725, 738;794, 813","6929, 6988"
71,2005,d345,11513,FT922-123,0,"0, 156","11554, 11593"
72,2005,d345,2930,FT922-5785,0,"0, 113","2930, 2989"
73,2005,d345,2930,FT922-5785,230,"230, 305","2930, 2989"
74,2005,d345,866,FT922-5785,230,"306, 374","866, 981"
75,2005,d345,4292,FT923-4661,1247,"1247, 1416","4292, 4361"
76,2005,d345,2375,FT923-4661,1247,"1247, 1416","2375, 2431"
77,2005,d345,6702,FT931-12632,0,"0, 60","6702, 6760"
78,2005,d345,4911,FT931-12632,0,"0, 60","4942, 4991"
79,2005,d345,6929,FT931-12632,0,"62, 202","6929, 6988"
80,2005,d345,1946,FT931-16417,271,"350, 455","2039, 2122"
81,2005,d345,1946,FT931-16417,457,"457, 640","2039, 2122"
82,2005,d345,10825,FT931-16417,271,"350, 455","10825, 10864"
83,2005,d345,10825,FT931-16417,457,"457, 640","10825, 10864"
84,2005,d345,6147,FT931-16417,271,"350, 455","6147, 6234"
85,2005,d345,6147,FT931-16417,457,"457, 640","6147, 6234"
86,2005,d345,8385,FT931-16417,642,"791, 935","8385, 8428"
87,2005,d345,10365,FT931-16417,642,"791, 935","10416, 10457"
88,2005,d345,6702,FT931-16417,642,"791, 935","6822, 6866"
89,2005,d345,5563,FT931-16417,642,"791, 935","5563, 5601"
90,2005,d345,3335,FT931-16417,642,"791, 935","3335, 3403"
91,2005,d345,1946,FT931-16417,642,"791, 935","1946, 2037;2124, 2191"
92,2005,d345,622,FT931-16417,642,"791, 935","622, 677"
93,2005,d345,2433,FT931-16417,1735,"1915, 1960","2279, 2330;2528, 2572"
94,2005,d345,983,FT931-16417,1735,"1915, 1960","1047, 1074"
95,2005,d345,9024,FT931-16417,1735,"1774, 1913","9088, 9123"
96,2005,d345,10609,FT931-16417,1735,"1774, 1913","10718, 10823"
97,2005,d345,6702,FT932-11887,0,"15, 44","6702, 6760"
98,2005,d345,4911,FT932-11887,0,"15, 44","4942, 4991"
99,2005,d345,6367,FT932-11887,0,"0, 11;44, 168","6450, 6494"
100,2005,d345,1720,FT932-11887,898,"1063, 1139","1720, 1789;3237, 3277"
101,2005,d345,10274,FT932-11887,898,"1063, 1139","10323, 10363"
102,2005,d345,60,FT932-11887,898,"1063, 1139","60, 147"
103,2005,d345,2785,FT933-608,0,"0, 185","2785, 2866"
104,2005,d345,2785,FT933-608,250,"334, 463","2785, 2866"
105,2005,d345,1099,FT933-608,0,"0, 185","1099, 1150"
106,2005,d345,1099,FT933-608,250,"334, 463","1099, 1150"
107,2005,d345,5671,FT933-608,0,"0, 185","5690, 5775;5806, 5816"
108,2005,d345,5671,FT933-608,250,"334, 463","5690, 5775;5806, 5816"
109,2005,d345,9125,FT933-608,0,"0, 185","9125, 9165;9204, 9214"
110,2005,d345,9125,FT933-608,250,"334, 463","9125, 9165;9204, 9214"
111,2005,d345,10825,FT933-608,0,"0, 185","10898, 10947"
112,2005,d345,10825,FT933-608,250,"334, 463","10898, 10947"
113,2005,d345,6702,FT933-608,0,"15, 44","6702, 6760"
114,2005,d345,4911,FT933-608,0,"15, 44","4942, 4991"
115,2005,d345,622,FT933-608,250,"250, 333","679, 722"
116,2005,d345,8385,FT933-608,1707,"1707, 1821","8385, 8428"
117,2005,d345,10365,FT933-608,1707,"1707, 1821","10416, 10457"
118,2005,d345,6702,FT933-608,1707,"1707, 1821","6822, 6866"
119,2005,d345,5563,FT933-608,1707,"1707, 1821","5563, 5601"
120,2005,d345,3335,FT933-608,1707,"1707, 1821","3335, 3403"
121,2005,d345,1946,FT933-608,1707,"1707, 1821","1946, 2037;2124, 2191"
122,2005,d345,622,FT933-608,1707,"1707, 1821","622, 677"
123,2005,d345,11188,FT933-608,1707,"1823, 1877","11316, 11372"
124,2005,d345,8864,FT933-608,1707,"1823, 1877","8884, 8922"
125,2005,d345,6929,FT933-608,1707,"1823, 1877","6989, 7076"
126,2005,d345,3153,FT933-608,1707,"1823, 1877","3153, 3236"
127,2005,d345,60,FT933-608,1707,"1823, 1877","250, 285"
128,2005,d345,5563,FT933-608,1707,"1823, 1877","5624, 5669"
129,2005,d345,1720,FT933-608,1707,"1879, 1960","1720, 1789;3237, 3277"
130,2005,d345,10274,FT933-608,1707,"1879, 1960","10323, 10363"
131,2005,d345,60,FT933-608,1707,"1879, 1960","60, 147"
132,2005,d345,1946,FT934-13045,2636,"2636, 2645;2690, 2804","2039, 2122"
133,2005,d345,1946,FT934-13045,5884,"5884, 5965","2039, 2122"
134,2005,d345,10825,FT934-13045,2636,"2636, 2645;2690, 2804","10825, 10864"
135,2005,d345,10825,FT934-13045,5884,"5884, 5965","10825, 10864"
136,2005,d345,6147,FT934-13045,2636,"2636, 2645;2690, 2804","6147, 6234"
137,2005,d345,6147,FT934-13045,5884,"5884, 5965","6147, 6234"
138,2005,d345,10365,FT934-13045,2636,"2647, 2688","10458, 10475"
139,2005,d345,490,FT934-13045,2636,"2647, 2688","549, 582"
140,2005,d345,6147,FT934-13045,2636,"2647, 2688","6195, 6216"
141,2005,d345,1720,FT934-13045,3365,"3365, 3428","1790, 1837"
142,2005,d345,10274,FT934-13045,3365,"3365, 3428","10274, 10321"
143,2005,d345,60,FT934-13045,3365,"3365, 3428","202, 249"
144,2005,d345,5101,FT934-13045,3365,"3365, 3428","5101, 5302;6367, 6449"
145,2005,d345,9024,FT934-13045,5653,"5815, 5882","9088, 9123"
146,2005,d345,10609,FT934-13045,5653,"5815, 5882","10718, 10823"
147,2005,d345,9701,FT934-13045,5653,"5653, 5744","9726, 9794"
148,2005,d345,2730,FT934-13045,5884,"5966, 6056","2730, 2783"
149,2005,d345,866,FT934-13045,5884,"5966, 6056","866, 915"
150,2005,d345,7493,FT934-13045,5884,"5966, 6056","7493, 7529"
151,2005,d345,60,FT934-13045,5884,"5966, 6056","5848, 5862"
152,2005,d345,9125,FT934-13045,5884,"5966, 6056","9175, 9193"
153,2005,d345,60,FT934-13045,5884,"5966, 6056","11074, 11088"
154,2005,d345,7531,FT934-15352,669,"669, 732;779, 834","7614, 7678"
155,2005,d345,7680,FT934-15352,669,"734, 893","7680, 7746"
156,2005,d345,8385,FT934-15352,1921,"1921, 2087","8529, 8570"
157,2005,d345,6702,FT934-15352,1921,"1921, 2087","6867, 6927"
158,2005,d345,1720,FT934-2629,2907,"2907, 3000","1838, 1869"
159,2005,d345,60,FT934-2629,2907,"2907, 3000","148, 174"
160,2005,d345,5304,FT934-2629,6355,"6432, 6524","5375, 5397"
161,2005,d345,9796,FT934-2629,6526,"6526, 6661","9796, 9894"
163,2005,d345,2433,FT934-5874,147,"288, 350","2279, 2330;2528, 2572"
164,2005,d345,983,FT934-5874,147,"288, 350","1047, 1074"
165,2005,d345,2785,FT941-17680,0,"0, 148","2785, 2866"
166,2005,d345,2785,FT941-17680,198,"244, 301","2785, 2866"
167,2005,d345,2785,FT941-17680,397,"397, 443","2785, 2866"
168,2005,d345,2785,FT941-17680,1706,"1706, 1829","2785, 2866"
169,2005,d345,1099,FT941-17680,0,"0, 148","1099, 1150"
170,2005,d345,1099,FT941-17680,198,"244, 301","1099, 1150"
171,2005,d345,1099,FT941-17680,397,"397, 443","1099, 1150"
172,2005,d345,1099,FT941-17680,1706,"1706, 1829","1099, 1150"
173,2005,d345,5671,FT941-17680,0,"0, 148","5690, 5775;5806, 5816"
174,2005,d345,5671,FT941-17680,198,"244, 301","5690, 5775;5806, 5816"
175,2005,d345,5671,FT941-17680,397,"397, 443","5690, 5775;5806, 5816"
176,2005,d345,5671,FT941-17680,1706,"1706, 1829","5690, 5775;5806, 5816"
177,2005,d345,9125,FT941-17680,0,"0, 148","9125, 9165;9204, 9214"
178,2005,d345,9125,FT941-17680,198,"244, 301","9125, 9165;9204, 9214"
179,2005,d345,9125,FT941-17680,397,"397, 443","9125, 9165;9204, 9214"
180,2005,d345,9125,FT941-17680,1706,"1706, 1829","9125, 9165;9204, 9214"
181,2005,d345,10825,FT941-17680,0,"0, 148","10898, 10947"
182,2005,d345,10825,FT941-17680,198,"244, 301","10898, 10947"
183,2005,d345,10825,FT941-17680,397,"397, 443","10898, 10947"
184,2005,d345,10825,FT941-17680,1706,"1706, 1829","10898, 10947"
185,2005,d345,8385,FT941-17680,198,"198, 242;303, 395","8385, 8428"
186,2005,d345,10365,FT941-17680,198,"198, 242;303, 395","10416, 10457"
187,2005,d345,6702,FT941-17680,198,"198, 242;303, 395","6822, 6866"
188,2005,d345,5563,FT941-17680,198,"198, 242;303, 395","5563, 5601"
189,2005,d345,3335,FT941-17680,198,"198, 242;303, 395","3335, 3403"
190,2005,d345,1946,FT941-17680,198,"198, 242;303, 395","1946, 2037;2124, 2191"
191,2005,d345,622,FT941-17680,198,"198, 242;303, 395","622, 677"
192,2005,d345,1946,FT941-17680,1245,"1245, 1323","2039, 2122"
193,2005,d345,10825,FT941-17680,1245,"1245, 1323","10825, 10864"
194,2005,d345,6147,FT941-17680,1245,"1245, 1323","6147, 6234"
195,2005,d345,8864,FT942-13859,0,"0, 91","8864, 8883"
196,2005,d345,11188,FT942-13859,0,"0, 91","11269, 11289"
197,2005,d345,5563,FT942-13859,0,"0, 91","5572, 5601"
198,2005,d345,3405,FT942-13859,0,"0, 91","3414, 3491"
199,2005,d345,60,FT942-13859,0,"0, 91","286, 319"
200,2005,d345,1720,FT942-13859,0,"91, 167","1720, 1789;3237, 3277"
201,2005,d345,10274,FT942-13859,0,"91, 167","10323, 10363"
202,2005,d345,60,FT942-13859,0,"91, 167","60, 147"
203,2005,d345,6702,FT942-13859,0,"62, 91","6702, 6760"
204,2005,d345,4911,FT942-13859,0,"62, 91","4942, 4991"
205,2005,d345,1720,FT942-14179,4282,"4282, 4353","1790, 1837"
206,2005,d345,10274,FT942-14179,4282,"4282, 4353","10274, 10321"
207,2005,d345,60,FT942-14179,4282,"4282, 4353","202, 249"
208,2005,d345,5101,FT942-14179,4282,"4282, 4353","5101, 5302;6367, 6449"
209,2005,d345,1720,FT942-14179,4282,"4354, 4422","1838, 1869"
210,2005,d345,60,FT942-14179,4282,"4354, 4422","148, 174"
211,2005,d345,60,FT942-14179,4282,"4487, 4633","176, 200"
212,2005,d345,6702,FT942-2078,0,"111, 140","6702, 6760"
213,2005,d345,4911,FT942-2078,0,"111, 140","4942, 4991"
214,2005,d345,6367,FT942-2078,0,"157, 256","6450, 6494"
215,2005,d345,11188,FT942-2078,4141,"4423, 4472","11316, 11372"
216,2005,d345,8864,FT942-2078,4141,"4423, 4472","8884, 8922"
217,2005,d345,6929,FT942-2078,4141,"4423, 4472","6989, 7076"
218,2005,d345,3153,FT942-2078,4141,"4423, 4472","3153, 3236"
219,2005,d345,60,FT942-2078,4141,"4423, 4472","250, 285"
220,2005,d345,5563,FT942-2078,4141,"4423, 4472","5624, 5669"
221,2005,d345,1720,FT943-14694,0,"0, 13;102, 154","1790, 1837"
222,2005,d345,10274,FT943-14694,0,"0, 13;102, 154","10274, 10321"
223,2005,d345,60,FT943-14694,0,"0, 13;102, 154","202, 249"
224,2005,d345,5101,FT943-14694,0,"0, 13;102, 154","5101, 5302;6367, 6449"
225,2005,d345,2433,FT943-14694,0,"45, 64","2279, 2330;2528, 2572"
226,2005,d345,983,FT943-14694,0,"45, 64","1047, 1074"
227,2005,d345,6702,FT943-14694,0,"15, 44","6702, 6760"
228,2005,d345,4911,FT943-14694,0,"15, 44","4942, 4991"
229,2005,d345,6929,FT943-14694,0,"155, 264","6929, 6988"
230,2005,d345,9365,FT943-14694,266,"368, 496","9365, 9415"
231,2005,d345,9365,FT943-14694,1523,"1523, 1716","9365, 9415"
232,2005,d345,7116,FT943-14694,266,"368, 496","7116, 7194"
233,2005,d345,7116,FT943-14694,1523,"1523, 1716","7116, 7194"
234,2005,d345,9265,FT943-14694,738,"738, 891","9265, 9363"
235,2005,d345,6702,FT944-15211,0,"15, 44","6702, 6760"
236,2005,d345,4911,FT944-15211,0,"15, 44","4942, 4991"
237,2005,d345,6929,FT944-15211,0,"0, 13;46, 71","6929, 6988"
238,2005,d345,6929,FT944-15211,751,"751, 828","6929, 6988"
239,2005,d345,6367,FT944-15211,0,"72, 106","6450, 6494"
240,2005,d345,9365,FT944-15211,186,"186, 340","9365, 9415"
241,2005,d345,7116,FT944-15211,186,"186, 340","7116, 7194"
242,2005,d345,11687,FT944-15211,830,"830, 878","11822, 11876"
243,2005,d345,6563,FT944-15211,1317,"1317, 1390","6563, 6644"
244,2005,d345,1437,FT944-15211,1317,"1317, 1390","1437, 1511"
245,2005,d345,4911,LA021890-0196,188,"303, 332;378, 408","4911, 4938;5040, 5099"
246,2005,d345,6702,LA021890-0196,188,"303, 332;378, 408","6762, 6820"
247,2005,d345,9796,LA021890-0196,188,"409, 466","9796, 9894"
248,2005,d345,6929,LA021890-0196,1752,"1752, 1804","6929, 6988"
249,2005,d345,1720,LA021890-0196,5090,"5090, 5239","1790, 1837"
250,2005,d345,10274,LA021890-0196,5090,"5090, 5239","10274, 10321"
251,2005,d345,60,LA021890-0196,5090,"5090, 5239","202, 249"
252,2005,d345,5101,LA021890-0196,5090,"5090, 5239","5101, 5302;6367, 6449"
253,2005,d366,367,FT924-4083,1149,"1149, 1188;1218, 1258;1319, 1415","367, 410"
254,2005,d366,2111,FT924-4083,1149,"1149, 1188;1218, 1258;1319, 1415","2140, 2219"
255,2005,d366,3526,FT924-4083,1149,"1149, 1188;1218, 1258;1319, 1415","3526, 3613"
256,2005,d366,4870,FT924-4083,1149,"1149, 1188;1218, 1258;1319, 1415","4896, 4924"
257,2005,d366,7184,FT924-4083,1149,"1149, 1188;1218, 1258;1319, 1415","7247, 7303"
258,2005,d366,9603,FT924-4083,1149,"1149, 1188;1218, 1258;1319, 1415","9603, 9652;10316, 10354"
259,2005,d366,8158,FT924-4083,1149,"1149, 1188;1218, 1258;1319, 1415","8231, 8294"
260,2005,d366,4870,FT924-4083,1149,"1189, 1198","4926, 4944"
261,2005,d366,7305,FT924-4083,1149,"1189, 1198","7305, 7344"
262,2005,d366,412,FT924-4083,1149,"1189, 1198","442, 455"
263,2005,d366,9603,FT924-4083,1149,"1189, 1198","9654, 9663"
264,2005,d366,8158,FT924-4083,1149,"1199, 1217","8158, 8163;8340, 8350"
265,2005,d366,238,FT931-13593,262,"332, 388","238, 317"
266,2005,d366,1933,FT932-5802,1708,"1762, 1810","1964, 2040"
267,2005,d366,1933,FT932-5802,2223,"2261, 2316","1964, 2040"
268,2005,d366,3430,FT932-5802,1708,"1762, 1810","3476, 3524"
269,2005,d366,3430,FT932-5802,2223,"2261, 2316","3476, 3524"
270,2005,d366,4532,FT932-5802,1708,"1762, 1810","4554, 4632"
271,2005,d366,4532,FT932-5802,2223,"2261, 2316","4554, 4632"
272,2005,d366,6478,FT932-5802,1708,"1762, 1810","6540, 6610"
273,2005,d366,6478,FT932-5802,2223,"2261, 2316","6540, 6610"
274,2005,d366,9465,FT932-5802,1708,"1762, 1810","9509, 9569"
275,2005,d366,9465,FT932-5802,2223,"2261, 2316","9509, 9569"
276,2005,d366,1933,FT932-5802,1708,"1708, 1761","1933, 1963"
277,2005,d366,3430,FT932-5802,1708,"1708, 1761","3430, 3475"
278,2005,d366,4532,FT932-5802,1708,"1708, 1761","4532, 4552"
279,2005,d366,9465,FT932-5802,1708,"1708, 1761","9465, 9508"
280,2005,d366,4634,FT932-5802,1812,"1812, 1912","4747, 4775"
281,2005,d366,6612,FT932-5802,1812,"1812, 1912","6672, 6717"
282,2005,d366,2042,FT932-5802,2223,"2235, 2272","2042, 2109"
283,2005,d366,6612,FT932-5802,2223,"2235, 2272","6612, 6671"
284,2005,d366,9465,FT932-5802,2223,"2235, 2272","9570, 9601"
285,2005,d366,4634,FT932-5802,2223,"2235, 2272","4695, 4746"
286,2005,d366,8158,FT932-5802,2223,"2317, 2383","8425, 8477"
287,2005,d366,9603,FT934-10056,92,"131, 179","9729, 9781"
288,2005,d366,367,FT934-10056,1681,"1800, 1860","367, 410"
289,2005,d366,367,FT934-10056,5984,"5984, 6059","367, 410"
290,2005,d366,367,FT934-10056,6515,"6515, 6582","367, 410"
291,2005,d366,2111,FT934-10056,1681,"1800, 1860","2140, 2219"
292,2005,d366,2111,FT934-10056,5984,"5984, 6059","2140, 2219"
293,2005,d366,2111,FT934-10056,6515,"6515, 6582","2140, 2219"
294,2005,d366,3526,FT934-10056,1681,"1800, 1860","3526, 3613"
295,2005,d366,3526,FT934-10056,5984,"5984, 6059","3526, 3613"
296,2005,d366,3526,FT934-10056,6515,"6515, 6582","3526, 3613"
297,2005,d366,4870,FT934-10056,1681,"1800, 1860","4896, 4924"
298,2005,d366,4870,FT934-10056,5984,"5984, 6059","4896, 4924"
299,2005,d366,4870,FT934-10056,6515,"6515, 6582","4896, 4924"
300,2005,d366,7184,FT934-10056,1681,"1800, 1860","7247, 7303"
301,2005,d366,7184,FT934-10056,5984,"5984, 6059","7247, 7303"
302,2005,d366,7184,FT934-10056,6515,"6515, 6582","7247, 7303"
303,2005,d366,9603,FT934-10056,1681,"1800, 1860","9603, 9652;10316, 10354"
304,2005,d366,9603,FT934-10056,5984,"5984, 6059","9603, 9652;10316, 10354"
305,2005,d366,9603,FT934-10056,6515,"6515, 6582","9603, 9652;10316, 10354"
306,2005,d366,8158,FT934-10056,1681,"1800, 1860","8231, 8294"
307,2005,d366,8158,FT934-10056,5984,"5984, 6059","8231, 8294"
308,2005,d366,8158,FT934-10056,6515,"6515, 6582","8231, 8294"
309,2005,d366,5200,FT934-10056,1681,"1743, 1751;1861, 1901","5222, 5277"
310,2005,d366,412,FT934-10056,1681,"1743, 1751;1861, 1901","414, 441"
311,2005,d366,1933,FT934-10056,4126,"4183, 4220","1964, 2040"
312,2005,d366,3430,FT934-10056,4126,"4183, 4220","3476, 3524"
313,2005,d366,4532,FT934-10056,4126,"4183, 4220","4554, 4632"
314,2005,d366,6478,FT934-10056,4126,"4183, 4220","6540, 6610"
315,2005,d366,9465,FT934-10056,4126,"4183, 4220","9509, 9569"
316,2005,d366,1788,FT934-10056,4126,"4126, 4182","1788, 1848"
317,2005,d366,133,FT934-10056,4126,"4126, 4182","133, 157"
318,2005,d366,3341,FT934-10056,4126,"4126, 4182","3341, 3385"
319,2005,d366,4436,FT934-10056,4126,"4126, 4182","4451, 4475"
320,2005,d366,6302,FT934-10056,4126,"4126, 4182","6345, 6388"
321,2005,d366,133,FT934-10056,10684,"10851, 10955","158, 236"
322,2005,d366,7587,FT934-10056,10684,"10851, 10955","7673, 7701"
323,2005,d366,5999,FT934-10056,10684,"10851, 10955","6061, 6095"
324,2005,d366,1933,FT934-7389,3562,"3646, 3688","1964, 2040"
325,2005,d366,3430,FT934-7389,3562,"3646, 3688","3476, 3524"
326,2005,d366,4532,FT934-7389,3562,"3646, 3688","4554, 4632"
327,2005,d366,6478,FT934-7389,3562,"3646, 3688","6540, 6610"
328,2005,d366,9465,FT934-7389,3562,"3646, 3688","9509, 9569"
329,2005,d366,319,FT934-7389,3562,"3562, 3645","319, 365"
330,2005,d366,2111,FT934-7389,3562,"3562, 3645","2111, 2139"
331,2005,d366,4777,FT934-7389,3562,"3562, 3645","4777, 4818;4819, 4868"
332,2005,d366,60,FT934-7389,3562,"3562, 3645","7989, 8079"
333,2005,d366,6302,FT944-14646,829,"902, 992","6040, 6068;6302, 6344"
334,2005,d366,4436,FT944-14646,829,"902, 992","4476, 4517"
335,2005,d366,3287,FT944-14646,829,"902, 992","3287, 3339"
336,2005,d366,1788,FT944-14646,829,"902, 992","1901, 1921"
337,2005,d366,1186,LA011990-0179,705,"759, 820","1186, 1241"
338,2005,d366,5404,LA011990-0179,705,"759, 820","5509, 5519"
339,2005,d366,4264,LA011990-0179,705,"759, 820","4264, 4310"
340,2005,d366,5999,LA011990-0179,705,"759, 820","6116, 6135"
341,2005,d366,954,LA020589-0196,5721,"5721, 5833","954, 1005"
342,2005,d366,2538,LA020589-0196,5721,"5721, 5833","2538, 2684"
343,2005,d366,5629,LA020589-0196,5721,"5721, 5833","5629, 5742"
344,2005,d366,10356,LA020589-0196,5721,"5721, 5833","10356, 10470"
345,2005,d366,1933,LA032990-0078,490,"539, 606","1964, 2040"
346,2005,d366,1933,LA032990-0078,1629,"1629, 1759","1964, 2040"
347,2005,d366,1933,LA032990-0078,1760,"1760, 1805","1964, 2040"
348,2005,d366,3430,LA032990-0078,490,"539, 606","3476, 3524"
349,2005,d366,3430,LA032990-0078,1629,"1629, 1759","3476, 3524"
350,2005,d366,3430,LA032990-0078,1760,"1760, 1805","3476, 3524"
351,2005,d366,4532,LA032990-0078,490,"539, 606","4554, 4632"
352,2005,d366,4532,LA032990-0078,1629,"1629, 1759","4554, 4632"
353,2005,d366,4532,LA032990-0078,1760,"1760, 1805","4554, 4632"
354,2005,d366,6478,LA032990-0078,490,"539, 606","6540, 6610"
355,2005,d366,6478,LA032990-0078,1629,"1629, 1759","6540, 6610"
356,2005,d366,6478,LA032990-0078,1760,"1760, 1805","6540, 6610"
357,2005,d366,9465,LA032990-0078,490,"539, 606","9509, 9569"
358,2005,d366,9465,LA032990-0078,1629,"1629, 1759","9509, 9569"
359,2005,d366,9465,LA032990-0078,1760,"1760, 1805","9509, 9569"
360,2005,d366,4634,LA032990-0078,490,"608, 684","4436, 4450;4634, 4663"
361,2005,d366,7739,LA032990-0078,490,"608, 684","7816, 7834"
362,2005,d366,1788,LA032990-0078,490,"608, 684","1850, 1891"
363,2005,d366,9783,LA041889-0026,0,"34, 64","9673, 9695;9783, 9865"
364,2005,d366,9783,LA041889-0026,269,"301, 415","9673, 9695;9783, 9865"
365,2005,d366,9783,LA041889-0026,557,"604, 684","9673, 9695;9783, 9865"
366,2005,d366,8081,LA041889-0026,0,"34, 64","8100, 8111;8165, 8170"
367,2005,d366,8081,LA041889-0026,269,"301, 415","8100, 8111;8165, 8170"
368,2005,d366,8081,LA041889-0026,557,"604, 684","8100, 8111;8165, 8170"
369,2005,d366,3526,LA041889-0026,0,"34, 64","3641, 3652"
370,2005,d366,3526,LA041889-0026,269,"301, 415","3641, 3652"
371,2005,d366,3526,LA041889-0026,557,"604, 684","3641, 3652"
372,2005,d366,2314,LA041889-0026,0,"34, 64","2333, 2351"
373,2005,d366,2314,LA041889-0026,269,"301, 415","2333, 2351"
374,2005,d366,2314,LA041889-0026,557,"604, 684","2333, 2351"
375,2005,d366,593,LA041889-0026,0,"34, 64","624, 646"
376,2005,d366,593,LA041889-0026,269,"301, 415","624, 646"
